Chemical Name	Chemical ID	CAS RN	Disease Name	Disease ID	Direct Evidence	Inference Network	Inference Score	Reference Count
2-(1-(3-dimethylaminopropyl)-5-methoxyindol-3-yl)-3-(1H-indol-3-yl)maleimide	C465664		COVID-19	MESH:D000086382		CXCL8	3,66	1
dimethylarsine	C062856	593-57-7	COVID-19	MESH:D000086382		CXCL8	3,66	1
Fenoterol	D005280	13392-18-2	COVID-19	MESH:D000086382		CXCL8	3,66	1
2-(2-(4-(4-nitrobenzyloxy)phenyl)ethyl)isothiourea methanesulfonate	C101670		COVID-19	MESH:D000086382		IL1B	3,65	1
2-oxothiazolidine-4-carboxylic acid	C029536		COVID-19	MESH:D000086382		IL1B	3,65	1
4,4'-hexafluorisopropylidene diphenol	C583074		COVID-19	MESH:D000086382		AGT|CCL2	3,65	2
Dehydroascorbic Acid	D003683	490-83-5	COVID-19	MESH:D000086382		IL1B	3,65	1
Hirudins	D006629		COVID-19	MESH:D000086382		IL1B	3,65	1
imidazopyrazole	C026262	251-80-9	COVID-19	MESH:D000086382		IL6	3,65	4
pentachlorobenzene	C003060	608-93-5	COVID-19	MESH:D000086382		IL6	3,65	4
Ro 41-5253	C084904	144092-31-9	COVID-19	MESH:D000086382		IL10	3,65	2
3,4,5,3',4',5'-hexachlorobiphenyl	C027309		COVID-19	MESH:D000086382		IL2	3,64	1
argatroban	C031942		COVID-19	MESH:D000086382		CCL2	3,64	1
perfluorobutanesulfonic acid	C539348		COVID-19	MESH:D000086382		CRP	3,64	1
S-1,2-dichlorovinyl-N-acetylcysteine	C049705	104713-70-4	COVID-19	MESH:D000086382		CXCL8	3,64	1
thifluzamide	C494892		COVID-19	MESH:D000086382		BSG	3,64	1
trifloxystrobin	C467051		COVID-19	MESH:D000086382		CCL2	3,64	1
4-methylcatechol	C018599	452-86-8	COVID-19	MESH:D000086382		TNF	3,63	1
ajoene	C048980	92285-01-3	COVID-19	MESH:D000086382		TNF	3,63	1
Aminosalicylic Acids	D000636		COVID-19	MESH:D000086382		TNF	3,63	1
Bentonite	D001546	1302-78-9	COVID-19	MESH:D000086382		TNF	3,63	1
Cysteine Proteinase Inhibitors	D015853		COVID-19	MESH:D000086382		TNF	3,63	1
cytisine	C004712	485-35-8	COVID-19	MESH:D000086382		TNF	3,63	1
Fuel Oils	D005648		COVID-19	MESH:D000086382		TNF	3,63	1
GSK690693	C528328		COVID-19	MESH:D000086382		TNF	3,63	1
niuhuang	C570000		COVID-19	MESH:D000086382		TNF	3,63	1
onapristone	C053238		COVID-19	MESH:D000086382		TNF	3,63	1
paxilline	C048220	57186-25-1	COVID-19	MESH:D000086382		TNF	3,63	1
SM 164	C533467		COVID-19	MESH:D000086382		TNF	3,63	1
zaprinast	C011145	37762-06-4	COVID-19	MESH:D000086382		TNF	3,63	1
Aflatoxin M1	D016607	6795-23-9	COVID-19	MESH:D000086382		TMEM106B	3,62	1
epinastine	C053090	80012-43-7	COVID-19	MESH:D000086382		IL6	3,62	4
Pyrimethamine	D011739	58-14-0	COVID-19	MESH:D000086382		IL2	3,62	1
Sodium Hydroxide	D012972	1310-73-2	COVID-19	MESH:D000086382		IL1B	3,62	1
tabun	C009374	77-81-6	COVID-19	MESH:D000086382		IL6	3,62	4
Pentylenetetrazole	D010433	54-95-5	COVID-19	MESH:D000086382		ABO|BSG	3,61	2
4-amino-2,6-dinitrotoluene	C035207	19406-51-0	COVID-19	MESH:D000086382		HCK|IL1B	3,60	2
bromfenacoum	C013418	56073-10-0	COVID-19	MESH:D000086382		AGT|BSG	3,60	2
Monensin	D008985	17090-79-8	COVID-19	MESH:D000086382		IL6	3,60	4
N,N'-bis(salicylideneamino)ethane-manganese(II)	C090577	53177-12-1	COVID-19	MESH:D000086382		IL6	3,60	4
Uridine Triphosphate	D014544	63-39-8	COVID-19	MESH:D000086382		IL6	3,60	4
1-nitronaphthalene	C016614	86-57-7	COVID-19	MESH:D000086382		CXCL8	3,59	1
7,7'-dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester	C041398	73536-69-3	COVID-19	MESH:D000086382		TNF	3,59	1
Aminopyrine	D000632	58-15-1	COVID-19	MESH:D000086382		IL1B	3,59	1
benzyloxycarbonyl-leucyl-glutamyl-histidyl-aspartic acid fluoromethyl ketone	C403754		COVID-19	MESH:D000086382		TNF	3,59	1
Flavonols	D044948		COVID-19	MESH:D000086382		TNF	3,59	1
Hydroxyapatites	D006882		COVID-19	MESH:D000086382		TNF	3,59	1
luzindole	C057154	117946-91-5	COVID-19	MESH:D000086382		TNF	3,59	1
Miconazole	D008825	22916-47-8	COVID-19	MESH:D000086382		TMEM106B	3,59	1
triflumizol	C053549	68694-11-1	COVID-19	MESH:D000086382		CCL2	3,59	1
Chloroprene	D002737	126-99-8	COVID-19	MESH:D000086382		HCK|IL1B|TNF|UGCG	3,58	4
Endocrine Disruptors	D052244		COVID-19	MESH:D000086382		ACE2	3,58	15
LG 100268	C095104		COVID-19	MESH:D000086382		IL10	3,58	2
2,2'-azobis(2-amidinopropane)	C046728	13217-66-8	COVID-19	MESH:D000086382		CCL2	3,57	1
Gadolinium DTPA	D019786	80529-93-7	COVID-19	MESH:D000086382		IL6	3,57	4
p-Chloromercuribenzoic Acid	D020245	59-85-8	COVID-19	MESH:D000086382		LZTFL1	3,57	2
rutecarpine	C028632	84-26-4	COVID-19	MESH:D000086382		IL6	3,57	4
STO 609	C458525		COVID-19	MESH:D000086382		CXCL8	3,57	1
Strychnine	D013331	57-24-9	COVID-19	MESH:D000086382		IL1B	3,57	1
zinc chromate	C023616	13530-65-9	COVID-19	MESH:D000086382		IL6	3,57	4
2,4,3',5'-tetramethoxystilbene	C440850		COVID-19	MESH:D000086382		CXCL8	3,56	1
3-amino-1,4-dimethyl-5H-pyrido(4,3-b)indole	C019132		COVID-19	MESH:D000086382		CXCL8	3,56	1
5,10,15,20-tetrakis(4-sulfonatophenyl)porphyrinato iron(III) chloride	C466420		COVID-19	MESH:D000086382		TNF	3,56	1
calpain inhibitor III	C058076		COVID-19	MESH:D000086382		TNF	3,56	1
cariporide	C093373		COVID-19	MESH:D000086382		TNF	3,56	1
Epoxy Compounds	D004852		COVID-19	MESH:D000086382		TNF	3,56	1
Eudragit RSPO	C496966		COVID-19	MESH:D000086382		TNF	3,56	1
flutolanil	C475882	66332-96-5	COVID-19	MESH:D000086382		TNF	3,56	1
Glafenine	D005897	3820-67-5	COVID-19	MESH:D000086382		IL1B|IL6|TMEM106B|TNF	3,56	6
GSK0660	C529769		COVID-19	MESH:D000086382		TNF	3,56	1
linalyl acetate	C074463	115-95-7	COVID-19	MESH:D000086382		TNF	3,56	1
potassium perchlorate	C009006		COVID-19	MESH:D000086382		ACE2	3,56	15
pristane	C009042	1921-70-6	COVID-19	MESH:D000086382		TNF	3,56	1
propargylglycine	C009055	64165-64-6	COVID-19	MESH:D000086382		TNF	3,56	1
Quinacrine	D011796	83-89-6	COVID-19	MESH:D000086382		AGT	3,56	1
splitomicin	C444426	4707-36-2	COVID-19	MESH:D000086382		TNF	3,56	1
tephrosin	C480848	76-80-2	COVID-19	MESH:D000086382		TNF	3,56	1
Gossypol	D006072	303-45-7	COVID-19	MESH:D000086382		CCL2	3,55	1
Triclosan	D014260	3380-34-5	COVID-19	MESH:D000086382		ACE2|AGT|BSG|CCL2|IL1B|IL6|TNF	3,55	22
2-tert-butyl-4-quinone	C051290		COVID-19	MESH:D000086382		IL1B	3,54	1
3-(4'-hydroxy-3'-adamantylbiphenyl-4-yl)acrylic acid	C472791		COVID-19	MESH:D000086382		CXCL8|UGCG	3,54	2
acetyl-aspartyl-glutamyl-valyl-aspartal	C099158		COVID-19	MESH:D000086382		IL1B	3,54	1
glycidol	C004312	556-52-5	COVID-19	MESH:D000086382		CCL2|IL1B|TNF	3,54	2
Tolterodine Tartrate	D000068737		COVID-19	MESH:D000086382		IL1B	3,54	1
5-iodo-3-((3,5-dibromo-4-hydroxyphenyl)methylene)-2-indolinone	C489251		COVID-19	MESH:D000086382		TNF	3,53	1
Amobarbital	D000654	57-43-2	COVID-19	MESH:D000086382		TNF	3,53	1
Antipyrine	D000983	60-80-0	COVID-19	MESH:D000086382		TNF	3,53	1
Cacodylic Acid	D002101	75-60-5	COVID-19	MESH:D000086382		IL1B|TNF	3,53	2
Dalteparin	D017985		COVID-19	MESH:D000086382		TNF	3,53	1
kuntai capsule	C000620717		COVID-19	MESH:D000086382		TNF	3,53	1
N-(1-methylethyl)-1,1,2-trimethylpropylamine	C502260		COVID-19	MESH:D000086382		TNF	3,53	1
palbociclib	C500026		COVID-19	MESH:D000086382		TMPRSS2	3,53	3
Quinoxalines	D011810		COVID-19	MESH:D000086382		TNF	3,53	1
Squalene	D013185	111-02-4	COVID-19	MESH:D000086382		TNF	3,53	1
telithromycin	C106791		COVID-19	MESH:D000086382		TNF	3,53	1
vanoxerine	C043425		COVID-19	MESH:D000086382		TNF	3,53	1
2-(4-amino-3-methylphenyl)-5-fluorobenzothiazole	C425784		COVID-19	MESH:D000086382		IL6	3,52	4
L 709049	C096429	143313-51-3	COVID-19	MESH:D000086382		IL1B	3,52	1
NSC 74859	C520337		COVID-19	MESH:D000086382		IL1B	3,52	1
Piperonyl Butoxide	D010882	51-03-6	COVID-19	MESH:D000086382		CXCL10|IL6	3,52	5
Tetrachlorodibenzodioxin	D013749	1746-01-6	COVID-19	MESH:D000086382		ABO|AGT|BSG|BTK|CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|HCK|IL10|IL1B|IL2|IL2RA|IL6|IL7|LZTFL1|TMEM106B|TMPRSS2|TMPRSS4|TNF|UGCG	3,52	16
cupric chloride	C029892	7447-39-4	COVID-19	MESH:D000086382		CXCL8|IL6|TNF	3,51	5
Penicillin V	D010404	87-08-1	COVID-19	MESH:D000086382		CXCL8	3,51	1
Platinum	D010984	7440-06-4	COVID-19	MESH:D000086382		CXCL8	3,51	1
Pyrilamine	D011738	91-84-9	COVID-19	MESH:D000086382		CXCL8	3,51	1
2-tert-butyl-9-fluoro-3,6-dihydro-7H-benz(h)imidazo(4,5-f)isoquinoline-7-one	C524063		COVID-19	MESH:D000086382		IL6	3,50	4
copper histidine	C098468		COVID-19	MESH:D000086382		TNF	3,50	1
diosmetin	C039602	520-34-3	COVID-19	MESH:D000086382		TNF	3,50	1
flunisolide	C007734		COVID-19	MESH:D000086382		TNF	3,50	1
lanthanum oxide	C103829	1312-81-8	COVID-19	MESH:D000086382		TNF	3,50	1
lauric acid	C030358	143-07-7	COVID-19	MESH:D000086382		CXCL8	3,50	1
methylformamide	C002950	123-39-7	COVID-19	MESH:D000086382		CCL3	3,50	1
nickel sulfide	C017558	16812-54-7	COVID-19	MESH:D000086382		TNF	3,50	1
Phytosterols	D010840		COVID-19	MESH:D000086382		TNF	3,50	1
propylparaben	C006068	94-13-3	COVID-19	MESH:D000086382		AGT|TNF	3,50	2
Prostaglandins	D011453		COVID-19	MESH:D000086382		IL1B	3,50	1
rosemary oil	C053775	8000-25-7	COVID-19	MESH:D000086382		TNF	3,50	1
Thromboxane A2	D013928	57576-52-0	COVID-19	MESH:D000086382		TNF	3,50	1
Tiotropium Bromide	D000069447		COVID-19	MESH:D000086382		TNF	3,50	1
tranilast	C012293	53902-12-8	COVID-19	MESH:D000086382		TNF	3,50	1
2,2',3,3',4,4',5-heptachlorobiphenyl	C541131		COVID-19	MESH:D000086382		CXCL8	3,49	1
2,3-pentanedione	C013186	600-14-6	COVID-19	MESH:D000086382		CSF3	3,49	1
hexabromocyclododecane	C089796	25637-99-4	COVID-19	MESH:D000086382		ACE2|CCL2|CXCL8|IL1B|IL6|LZTFL1|TMEM106B|TNF	3,49	23
Selenic Acid	D064586		COVID-19	MESH:D000086382		CCL2	3,49	1
Aflatoxin B1	D016604	1162-65-8	COVID-19	MESH:D000086382		ABO|ACE2|AGT|BSG|CCL2|CCL3|CRP|CXCL10|CXCL8|IL10|IL1B|IL2RA|IL6|IL7|LZTFL1|TMEM106B|TMPRSS2|TNF	3,48	26
Buprenorphine	D002047	52485-79-7	COVID-19	MESH:D000086382		IL2	3,48	1
chlorophyllin	C007020	15611-43-5	COVID-19	MESH:D000086382		CXCL10	3,48	1
Cyproterone Acetate	D017373	427-51-0	COVID-19	MESH:D000086382		CRP	3,48	1
S-nitro-N-acetylpenicillamine	C110881		COVID-19	MESH:D000086382		IL6	3,48	4
5-chloro-1-(4-chlorobenzyl)-3-(phenylthio)indole-2-carboxylic acid	C479635		COVID-19	MESH:D000086382		TNF	3,47	1
Alprazolam	D000525	28981-97-7	COVID-19	MESH:D000086382		IL2	3,47	1
benzo(a)pyrene-1,6-quinone	C030233	3067-13-8	COVID-19	MESH:D000086382		TNF	3,47	1
Ceftazidime	D002442	78439-06-2	COVID-19	MESH:D000086382		IL10	3,47	2
D-JNKI-1	C478085		COVID-19	MESH:D000086382		TNF	3,47	1
fenamic acid	C001209	91-40-7	COVID-19	MESH:D000086382		TNF	3,47	1
GW 7845	C401311		COVID-19	MESH:D000086382		TNF	3,47	1
imidacloprid	C082359	105827-78-9	COVID-19	MESH:D000086382		AGT|TNF	3,47	2
Iodoacetic Acid	D019807	64-69-7	COVID-19	MESH:D000086382		CCL2	3,47	1
Thymidine	D013936	50-89-5	COVID-19	MESH:D000086382		CXCL8	3,47	1
4-aminobenzhydrazide	C034343	5351-17-7	COVID-19	MESH:D000086382		CXCL8	3,46	1
Carbonyl Cyanide p-Trifluoromethoxyphenylhydrazone	D002259	370-86-5	COVID-19	MESH:D000086382		AGT	3,46	1
alpha-pinene	C005451	80-56-8	COVID-19	MESH:D000086382		BSG	3,45	1
Cefuroxime	D002444	55268-75-2	COVID-19	MESH:D000086382		IL10	3,45	2
Sulfamethoxazole	D013420	723-46-6	COVID-19	MESH:D000086382		CXCL8	3,45	1
24-norursodeoxycholic acid	C081331	99697-24-2	COVID-19	MESH:D000086382		TNF	3,44	1
5-amino-7-(2-phenylethyl)-2-(2-furyl)pyrazolo(4,3-e)-1,2,4-triazolo(1,5-c)pyrimidine	C098657		COVID-19	MESH:D000086382		TNF	3,44	1
8-prenylnaringenin	C119737		COVID-19	MESH:D000086382		IL6	3,44	4
alpinetin	C436748		COVID-19	MESH:D000086382		TNF	3,44	1
angelicae sinensis extract	C044613		COVID-19	MESH:D000086382		TNF	3,44	1
benzo(a)pyrene diolepoxide I	C072019	60268-85-1	COVID-19	MESH:D000086382		IL6	3,44	4
benzyloxycarbonyl-valyl-alanyl-aspartyl-fluoromethane	C103712		COVID-19	MESH:D000086382		IL1B	3,44	1
bis(4-hydroxyphenyl)sulfone	C543008	80-09-1	COVID-19	MESH:D000086382		AGT|BTK|CCL2|CXCL8|IL10|IL1B|IL2|IL6|TMPRSS2|UGCG	3,44	11
butein	C040918	487-52-5	COVID-19	MESH:D000086382		TNF	3,44	1
Flavones	D047309		COVID-19	MESH:D000086382		TNF	3,44	1
formic acid	C030544		COVID-19	MESH:D000086382		TNF	3,44	1
hyperforin	C001654	11079-53-1	COVID-19	MESH:D000086382		CXCL8	3,44	1
methacrylaldehyde	C039175	78-85-3	COVID-19	MESH:D000086382		BSG	3,44	1
phenobarbital quinidine	C033457	1400-48-2	COVID-19	MESH:D000086382		IL1B	3,44	1
Sulfates	D013431		COVID-19	MESH:D000086382		CXCL8	3,44	1
Triiodothyronine, Reverse	D014285	5817-39-0	COVID-19	MESH:D000086382		TNF	3,44	1
16,16-Dimethylprostaglandin E2	D015064	39746-25-3	COVID-19	MESH:D000086382		TNF	3,42	1
17-alpha-Hydroxyprogesterone	D019326	68-96-2	COVID-19	MESH:D000086382		TNF	3,42	1
6-isopropoxy-9-oxoxanthene-2-carboxylic acid	C053876	33458-93-4	COVID-19	MESH:D000086382		CXCL8	3,42	1
Albumin-Bound Paclitaxel	D000068196		COVID-19	MESH:D000086382		TNF	3,42	1
alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid	D018350	77521-29-0	COVID-19	MESH:D000086382		TNF	3,42	1
carnosol	C068623		COVID-19	MESH:D000086382		TNF	3,42	1
Cetirizine	D017332	83881-51-0	COVID-19	MESH:D000086382		CXCL8	3,42	1
epalrestat	C038131	82159-09-9	COVID-19	MESH:D000086382		TNF	3,42	1
flavocoxid	C544478		COVID-19	MESH:D000086382		TNF	3,42	1
Flavoring Agents	D005421		COVID-19	MESH:D000086382		IL6	3,42	4
Meclofenamic Acid	D008469	644-62-2	COVID-19	MESH:D000086382		TNF	3,42	1
nectandrin-B	C524653		COVID-19	MESH:D000086382		TNF	3,42	1
3-N-1(spermine)-7, 24-dihydroxy-5-cholestane 24-sulfate	C441128		COVID-19	MESH:D000086382		CCL2	3,41	1
Vigabatrin	D020888	60643-86-9	COVID-19	MESH:D000086382		BSG	3,41	1
3-hydroxyacetanilide	C026137	621-42-1	COVID-19	MESH:D000086382		CXCL10	3,40	1
Citric Acid	D019343	77-92-9	COVID-19	MESH:D000086382		CCL2	3,40	1
Glucaric Acid	D005937		COVID-19	MESH:D000086382		IL6	3,40	4
Nicotinamide Mononucleotide	D009537	1094-61-7	COVID-19	MESH:D000086382		IL1B	3,40	1
6,7-dimethyl-2-(2E)-3-(1-methyl-2-phenyl-1H-pyrrolo(2,3-b)pyridin-3-yl-prop-2-enoyl)-1,2,3,4-tetrahydroisoquinoline hydrochloride	C508504		COVID-19	MESH:D000086382		TNF	3,39	1
Bandrowski's base	C051597	20048-27-5	COVID-19	MESH:D000086382		CXCL8	3,39	1
carvone	C006923		COVID-19	MESH:D000086382		TNF	3,39	1
Charcoal	D002606	16291-96-6	COVID-19	MESH:D000086382		TNF	3,39	1
Cytochalasin B	D003571	14930-96-2	COVID-19	MESH:D000086382		IL1B	3,39	1
homocastasterone	C070164	83509-42-6	COVID-19	MESH:D000086382		TNF	3,39	1
Honghua extract, Carthamus tinctorius	C079426		COVID-19	MESH:D000086382		TNF	3,39	1
lithospermate B	C061091	122021-74-3	COVID-19	MESH:D000086382		IL1B	3,39	1
Nicardipine	D009529	55985-32-5	COVID-19	MESH:D000086382		AGT	3,39	1
pazopanib	C516667		COVID-19	MESH:D000086382		IL1B	3,39	1
perifosine	C105905		COVID-19	MESH:D000086382		TNF	3,39	1
tylophorine	C004218	482-20-2	COVID-19	MESH:D000086382		TNF	3,39	1
1,2-naphthoquinone	C040756	524-42-5	COVID-19	MESH:D000086382		CXCL8	3,38	1
Carbaryl	D012721	63-25-2	COVID-19	MESH:D000086382		IL2	3,38	1
Cefotaxime	D002439	63527-52-6	COVID-19	MESH:D000086382		IL10	3,38	2
dibenzo(a,l)pyrene	C041517	191-30-0	COVID-19	MESH:D000086382		UGCG	3,38	1
monobutyl phthalate	C028577	131-70-4	COVID-19	MESH:D000086382		CXCL10|IL6	3,38	5
rebaudioside A	C025474	58543-16-1	COVID-19	MESH:D000086382		CCL2	3,38	1
2-dichlorobenzene	C004726	95-50-1	COVID-19	MESH:D000086382		TNF	3,37	1
9-methoxycamptothecin	C025724	19685-10-0	COVID-19	MESH:D000086382		TNF	3,37	1
afimoxifene	C016601	68392-35-8	COVID-19	MESH:D000086382		TMPRSS2|TNF	3,37	4
Cholates	D020355		COVID-19	MESH:D000086382		TNF	3,37	1
lavender oil	C045718	8000-28-0	COVID-19	MESH:D000086382		TNF	3,37	1
Mimosine	D008898	500-44-7	COVID-19	MESH:D000086382		TNF	3,37	1
Panobinostat	D000077767		COVID-19	MESH:D000086382		HCK	3,37	1
Triamcinolone	D014221	124-94-7	COVID-19	MESH:D000086382		CCL2	3,37	1
chrysene	C031180	218-01-9	COVID-19	MESH:D000086382		CXCL8|IL6|TNF	3,36	5
Fenretinide	D017313	65646-68-6	COVID-19	MESH:D000086382		CCL2|CSF3|CXCL10|HCK|IL1B|IL6|TMPRSS2|TNF	3,36	9
5-nitro-2-(3-phenylpropylamino)benzoic acid	C058176	107254-86-4	COVID-19	MESH:D000086382		TNF	3,35	1
9-deoxy-delta-9-prostaglandin D2	C037112	60203-57-8	COVID-19	MESH:D000086382		IL1B	3,35	1
amentoflavone	C011164	1617-53-4	COVID-19	MESH:D000086382		IL1B	3,35	1
beraprost	C048081	88430-50-6	COVID-19	MESH:D000086382		TNF	3,35	1
bicyclol	C477843		COVID-19	MESH:D000086382		TNF	3,35	1
coniferaldehyde	C075384	458-36-6	COVID-19	MESH:D000086382		TNF	3,35	1
PCI 5002	C568608		COVID-19	MESH:D000086382		CXCL8|UGCG	3,35	2
Pinacidil	D020110	85371-64-8	COVID-19	MESH:D000086382		TNF	3,35	1
saxagliptin	C502994		COVID-19	MESH:D000086382		TNF	3,35	1
2,4,4'-trichlorobiphenyl	C081766	7012-37-5	COVID-19	MESH:D000086382		CCL2|IL2RA|IL7|TMPRSS2	3,34	6
2-amino-2-methyl-1-propanol	C006551	124-68-5	COVID-19	MESH:D000086382		TMPRSS2	3,34	3
Anthraquinones	D000880		COVID-19	MESH:D000086382		CXCL8	3,34	1
brusatol	C020237	14907-98-3	COVID-19	MESH:D000086382		IL1B	3,34	1
9,10-phenanthrenequinone	C005399	84-11-7	COVID-19	MESH:D000086382		CXCL8	3,33	1
aucubin	C006650	479-98-1	COVID-19	MESH:D000086382		TNF	3,33	1
idelalisib	C552946		COVID-19	MESH:D000086382		TNF	3,33	1
kolaviron	C045492		COVID-19	MESH:D000086382		TNF	3,33	1
plastochromanol 8	C013649	4382-43-8	COVID-19	MESH:D000086382		IL10	3,33	2
Sulfadiazine	D013411	68-35-9	COVID-19	MESH:D000086382		IL6	3,33	4
2,3-bis(3'-hydroxybenzyl)butyrolactone	C029497	76543-15-2	COVID-19	MESH:D000086382		BSG	3,32	1
AZD 6244	C517975		COVID-19	MESH:D000086382		IL6	3,32	4
Dicloxacillin	D004009	3116-76-5	COVID-19	MESH:D000086382		IL1B	3,32	1
emamectin benzoate	C108024		COVID-19	MESH:D000086382		CCL2	3,32	1
methanandamide	C088155	150314-39-9	COVID-19	MESH:D000086382		IL1B	3,32	1
1,6-hexamethylene diisocyanate	C015262	822-06-0	COVID-19	MESH:D000086382		IL10	3,31	2
Nalidixic Acid	D009268	389-08-2	COVID-19	MESH:D000086382		IL1B	3,31	1
stevioside	C012043	57817-89-7	COVID-19	MESH:D000086382		CCL2	3,31	1
Troleandomycin	D014217	2751-09-9	COVID-19	MESH:D000086382		TNF	3,31	1
aluminum sulfate	C041524	10043-01-3	COVID-19	MESH:D000086382		IL1B	3,30	1
benzoylcarbonyl-aspartyl-glutamyl-valyl-aspartyl-fluoromethyl ketone	C110772		COVID-19	MESH:D000086382		IL1B	3,30	1
elesclomol	C512195		COVID-19	MESH:D000086382		CXCL8	3,30	1
formononetin	C007768	485-72-3	COVID-19	MESH:D000086382		CXCL8	3,30	1
Metaproterenol	D009921	586-06-1	COVID-19	MESH:D000086382		IL1B	3,30	1
methylselenic acid	C008493		COVID-19	MESH:D000086382		TMPRSS2	3,30	3
microcystin RR	C063855		COVID-19	MESH:D000086382		AGT	3,30	1
NMS-873	C000623013		COVID-19	MESH:D000086382		IL6	3,30	4
Anethole Trithione	D000781	532-11-6	COVID-19	MESH:D000086382		TNF	3,29	1
cryptotanshinone	C037886	35825-57-1	COVID-19	MESH:D000086382		TNF	3,29	1
delta-tocopherol	C479072	119-13-1	COVID-19	MESH:D000086382		TNF	3,29	1
disodium (R,R)-5-(2-((2-(3-chlorophenyl)-2-hydroxyethyl)-amino)propyl)-1,3-benzodioxole-2,3-dicarboxylate	C076126	138908-40-4	COVID-19	MESH:D000086382		TNF	3,29	1
Fentanyl	D005283	437-38-7	COVID-19	MESH:D000086382		IL2	3,29	1
lead chromate	C031895	11119-70-3	COVID-19	MESH:D000086382		CXCL8	3,29	1
2-xylene	C026114	95-47-6	COVID-19	MESH:D000086382		CXCL8	3,28	1
Mianserin	D008803	24219-97-4	COVID-19	MESH:D000086382		IL10|IL1B|IL6	3,28	5
Vitamin K 2	D024482	11032-49-8	COVID-19	MESH:D000086382		IL1B	3,28	1
cis-9, trans-11-conjugated linoleic acid	C503589		COVID-19	MESH:D000086382		TNF	3,27	1
Clofibric Acid	D002995	882-09-7	COVID-19	MESH:D000086382		AGT|CRP	3,27	2
Desflurane	D000077335		COVID-19	MESH:D000086382		TNF	3,27	1
estrone sulfate	C017296	481-97-0	COVID-19	MESH:D000086382		IL6	3,27	4
Fusaric Acid	D005669	536-69-6	COVID-19	MESH:D000086382		IL1B	3,27	1
hydroxyflutamide	C014290	52806-53-8	COVID-19	MESH:D000086382		IL6	3,27	4
Mercaptoethanol	D008623	60-24-2	COVID-19	MESH:D000086382		TNF	3,27	1
N-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide	C090413	162760-96-5	COVID-19	MESH:D000086382		IL6	3,27	4
N-(4-methoxyphenyl)retinamide	C058346	79965-10-9	COVID-19	MESH:D000086382		IL6	3,27	4
triphenyltin hydroxide	C007567	76-87-9	COVID-19	MESH:D000086382		TNF	3,27	1
steviol	C012042	471-80-7	COVID-19	MESH:D000086382		CCL2	3,26	1
veliparib	C521013		COVID-19	MESH:D000086382		IL1B	3,26	1
Acetone	D000096	67-64-1	COVID-19	MESH:D000086382		TNF	3,25	1
GW 1929	C120099		COVID-19	MESH:D000086382		TNF	3,25	1
GW 6471	C449302		COVID-19	MESH:D000086382		TNF	3,25	1
santicizer 148	C049807	96300-95-7	COVID-19	MESH:D000086382		IL6	3,25	4
Aurothioglucose	D006051	12192-57-3	COVID-19	MESH:D000086382		IL1B	3,24	1
Diamide	D003958	10465-78-8	COVID-19	MESH:D000086382		TNF	3,24	1
Oligopeptides	D009842		COVID-19	MESH:D000086382		TNF	3,24	1
plumbagin	C014758	481-42-5	COVID-19	MESH:D000086382		CCL2	3,24	1
sodium bisulfite	C009279	7631-90-5	COVID-19	MESH:D000086382		TNF	3,24	1
Thiosemicarbazones	D013882		COVID-19	MESH:D000086382		CCL2	3,24	1
1,2,5,6-dibenzanthracene	C026486	53-70-3	COVID-19	MESH:D000086382		UGCG	3,23	1
Methoprene	D008726	40596-69-8	COVID-19	MESH:D000086382		ACE2	3,23	15
10-nitro-oleic acid	C521487		COVID-19	MESH:D000086382		TNF	3,22	1
2-(4-nitrophenyl)-4-(4-fluorophenyl)-5-(4-pyridinyl)-1H-imidazole	C408604		COVID-19	MESH:D000086382		TNF	3,22	1
beta-ionone	C008157	14901-07-6	COVID-19	MESH:D000086382		TNF	3,22	1
Cisplatin	D002945	15663-27-1	COVID-19	MESH:D000086382		AGT|BSG|CCL2|CSF3|CXCL10|CXCL8|HCK|IL10|IL1B|IL2|IL6|IL7|TNF	3,22	8
estragole	C007633	140-67-0	COVID-19	MESH:D000086382		TNF	3,22	1
Ganciclovir	D015774	82410-32-0	COVID-19	MESH:D000086382		TNF	3,22	1
oleuropein	C002769	32619-42-4	COVID-19	MESH:D000086382		TNF	3,22	1
Palm Oil	D000073878		COVID-19	MESH:D000086382		HCK|TMEM106B	3,22	2
protoporphyrin IX	C028025	553-12-8	COVID-19	MESH:D000086382		TNF	3,22	1
butylphen	C006862	98-54-4	COVID-19	MESH:D000086382		TNF	3,21	1
dimethoxycurcumin	C521105		COVID-19	MESH:D000086382		TNF	3,21	1
napabucasin	C000621033		COVID-19	MESH:D000086382		CXCL8	3,21	1
Orphenadrine	D009966	83-98-7	COVID-19	MESH:D000086382		ACE2	3,21	15
Carbofuran	D002235	1563-66-2	COVID-19	MESH:D000086382		IL2	3,20	1
Dehydroepiandrosterone Sulfate	D019314	651-48-9	COVID-19	MESH:D000086382		IL1B	3,20	1
Flame Retardants	D005411		COVID-19	MESH:D000086382		IL1B|IL6	3,20	4
