Gene Symbol	Gene ID	Disease Name	Disease ID	Direct Evidence	Inference Network	Inference Score	Reference Count
LYZ2	17105	COVID-19	MESH:D000086382		Choline	2,56	1
MATN2	4147	COVID-19	MESH:D000086382		Choline	2,56	1
MTCH2	23788	COVID-19	MESH:D000086382		Ivermectin	2,56	2
NABP1	64859	COVID-19	MESH:D000086382		Zinc	2,56	2
NIPSNAP1	8508	COVID-19	MESH:D000086382		Ivermectin	2,56	2
NIT1	4817	COVID-19	MESH:D000086382		Ivermectin	2,56	2
NLN	57486	COVID-19	MESH:D000086382		Ivermectin	2,56	2
NOC3L	64318	COVID-19	MESH:D000086382		Ivermectin	2,56	2
NPEPPS	9520	COVID-19	MESH:D000086382		Ivermectin	2,56	2
NPNT	255743	COVID-19	MESH:D000086382		Ivermectin	2,56	2
NUMB	8650	COVID-19	MESH:D000086382		Ivermectin	2,56	2
PACSIN2	11252	COVID-19	MESH:D000086382		Ivermectin	2,56	2
PBXIP1	57326	COVID-19	MESH:D000086382		Ivermectin	2,56	2
PLXDC2	84898	COVID-19	MESH:D000086382		Choline	2,56	1
PMEPA1	56937	COVID-19	MESH:D000086382		Zinc	2,56	2
PPP1R2	5504	COVID-19	MESH:D000086382		Ivermectin	2,56	2
PPP3CB	5532	COVID-19	MESH:D000086382		Ivermectin	2,56	2
PREP	5550	COVID-19	MESH:D000086382		Ivermectin	2,56	2
PTPRJ	5795	COVID-19	MESH:D000086382		Ivermectin	2,56	2
PTPRO	5800	COVID-19	MESH:D000086382		Choline	2,56	1
RAB6A	5870	COVID-19	MESH:D000086382		Ivermectin	2,56	2
RASL11B	65997	COVID-19	MESH:D000086382		Choline	2,56	1
RASSF1	11186	COVID-19	MESH:D000086382		Zinc	2,56	2
RCAN2	10231	COVID-19	MESH:D000086382		Choline	2,56	1
RCL1	10171	COVID-19	MESH:D000086382		Ivermectin	2,56	2
RFC2	5982	COVID-19	MESH:D000086382		Ivermectin	2,56	2
RPL11	6135	COVID-19	MESH:D000086382		Ivermectin	2,56	2
RPLP2	6181	COVID-19	MESH:D000086382		Ivermectin	2,56	2
RTN1	6252	COVID-19	MESH:D000086382		Ivermectin	2,56	2
SARS1	6301	COVID-19	MESH:D000086382		Ivermectin	2,56	2
SDHC	6391	COVID-19	MESH:D000086382		Ivermectin	2,56	2
SEMA5A	9037	COVID-19	MESH:D000086382		Choline	2,56	1
SGPL1	8879	COVID-19	MESH:D000086382		Ivermectin	2,56	2
SKP1	6500	COVID-19	MESH:D000086382		Ivermectin	2,56	2
SLCO3A1	28232	COVID-19	MESH:D000086382		Choline	2,56	1
SLFN5	162394	COVID-19	MESH:D000086382		Ivermectin	2,56	2
ST8SIA4	7903	COVID-19	MESH:D000086382		Choline	2,56	1
SYTL2	54843	COVID-19	MESH:D000086382		Choline	2,56	1
TBC1D15	64786	COVID-19	MESH:D000086382		Ivermectin	2,56	2
TDP1	55775	COVID-19	MESH:D000086382		Ivermectin	2,56	2
THOC2	57187	COVID-19	MESH:D000086382		Ivermectin	2,56	2
TIMM8B	26521	COVID-19	MESH:D000086382		Ivermectin	2,56	2
TOLLIP	54472	COVID-19	MESH:D000086382		Ivermectin	2,56	2
TOR1A	1861	COVID-19	MESH:D000086382		Ivermectin	2,56	2
TRAM1	23471	COVID-19	MESH:D000086382		Ivermectin	2,56	2
TSPAN8	7103	COVID-19	MESH:D000086382		Choline	2,56	1
WDR6	11180	COVID-19	MESH:D000086382		Ivermectin	2,56	2
XPOT	11260	COVID-19	MESH:D000086382		Ivermectin	2,56	2
YES1	7525	COVID-19	MESH:D000086382		Ivermectin	2,56	2
ABCA5	23461	COVID-19	MESH:D000086382		Choline	2,55	1
ABI1	10006	COVID-19	MESH:D000086382		Ivermectin	2,55	2
ACP1	52	COVID-19	MESH:D000086382		Ivermectin	2,55	2
ADHFE1	137872	COVID-19	MESH:D000086382		Choline	2,55	1
ADNP	23394	COVID-19	MESH:D000086382		Ivermectin	2,55	2
AIMP1	9255	COVID-19	MESH:D000086382		Ivermectin	2,55	2
ATL2	64225	COVID-19	MESH:D000086382		Ivermectin	2,55	2
BAIAP2L1	55971	COVID-19	MESH:D000086382		Ivermectin	2,55	2
BCKDK	10295	COVID-19	MESH:D000086382		Ivermectin	2,55	2
BCL11A	53335	COVID-19	MESH:D000086382		Choline	2,55	1
CCAR1	55749	COVID-19	MESH:D000086382		Ivermectin	2,55	2
CCDC88A	55704	COVID-19	MESH:D000086382		Ivermectin	2,55	2
CD70	970	COVID-19	MESH:D000086382		Ivermectin	2,55	2
CDK9	1025	COVID-19	MESH:D000086382		Ivermectin	2,55	2
CLK1	1195	COVID-19	MESH:D000086382		Zinc	2,55	2
COMTD1	118881	COVID-19	MESH:D000086382		Choline	2,55	1
CRISPLD2	83716	COVID-19	MESH:D000086382		Zinc	2,55	2
CSRNP1	64651	COVID-19	MESH:D000086382		Zinc	2,55	2
CXCL11	6373	COVID-19	MESH:D000086382		Zinc	2,55	2
DDX46	9879	COVID-19	MESH:D000086382		Ivermectin	2,55	2
DLST	1743	COVID-19	MESH:D000086382		Ivermectin	2,55	2
FAM114A1	92689	COVID-19	MESH:D000086382		Ivermectin	2,55	2
FNBP1L	54874	COVID-19	MESH:D000086382		Ivermectin	2,55	2
FXYD5	53827	COVID-19	MESH:D000086382		Choline	2,55	1
GMPS	8833	COVID-19	MESH:D000086382		Ivermectin	2,55	2
GPHN	10243	COVID-19	MESH:D000086382		Ivermectin	2,55	2
HELZ2	85441	COVID-19	MESH:D000086382		Ivermectin	2,55	2
HEXA	3073	COVID-19	MESH:D000086382		Ivermectin	2,55	2
HHIP	64399	COVID-19	MESH:D000086382		Choline	2,55	1
HIP1	3092	COVID-19	MESH:D000086382		Ivermectin	2,55	2
IL1RAP	3556	COVID-19	MESH:D000086382		Zinc	2,55	2
KHDRBS1	10657	COVID-19	MESH:D000086382		Ivermectin	2,55	2
LAMA2	3908	COVID-19	MESH:D000086382		Choline	2,55	1
LMNB2	84823	COVID-19	MESH:D000086382		Ivermectin	2,55	2
LPCAT3	10162	COVID-19	MESH:D000086382		Ivermectin	2,55	2
LPXN	9404	COVID-19	MESH:D000086382		Choline	2,55	1
MAD1L1	8379	COVID-19	MESH:D000086382		Ivermectin	2,55	2
MRC2	9902	COVID-19	MESH:D000086382		Ivermectin	2,55	2
NAT8	9027	COVID-19	MESH:D000086382		Choline	2,55	1
NEB	4703	COVID-19	MESH:D000086382		Choline	2,55	1
OAS3	4940	COVID-19	MESH:D000086382		Ivermectin	2,55	2
OXR1	55074	COVID-19	MESH:D000086382		Ivermectin	2,55	2
PFAS	5198	COVID-19	MESH:D000086382		Ivermectin	2,55	2
PLD3	23646	COVID-19	MESH:D000086382		Ivermectin	2,55	2
PLEKHA5	54477	COVID-19	MESH:D000086382		Ivermectin	2,55	2
PPID	5481	COVID-19	MESH:D000086382		Ivermectin	2,55	2
PRKCSH	5589	COVID-19	MESH:D000086382		Ivermectin	2,55	2
PSME2	5721	COVID-19	MESH:D000086382		Ivermectin	2,55	2
RAB3D	9545	COVID-19	MESH:D000086382		Ivermectin	2,55	2
RCN3	57333	COVID-19	MESH:D000086382		Ivermectin	2,55	2
RNASET2	8635	COVID-19	MESH:D000086382		Ivermectin	2,55	2
RPL27	6155	COVID-19	MESH:D000086382		Ivermectin	2,55	2
RPL36	25873	COVID-19	MESH:D000086382		Ivermectin	2,55	2
RPL4	6124	COVID-19	MESH:D000086382		Ivermectin	2,55	2
SAR1B	51128	COVID-19	MESH:D000086382		Ivermectin	2,55	2
SLC7A8	23428	COVID-19	MESH:D000086382		Choline	2,55	1
SPA17	53340	COVID-19	MESH:D000086382		Ivermectin	2,55	2
SUZ12	23512	COVID-19	MESH:D000086382		Ivermectin	2,55	2
TCF7	6932	COVID-19	MESH:D000086382		Choline	2,55	1
TCOF1	6949	COVID-19	MESH:D000086382		Ivermectin	2,55	2
TRAFD1	10906	COVID-19	MESH:D000086382		Ivermectin	2,55	2
UBA5	79876	COVID-19	MESH:D000086382		Ivermectin	2,55	2
UQCRH	7388	COVID-19	MESH:D000086382		Ivermectin	2,55	2
UROD	7389	COVID-19	MESH:D000086382		Ivermectin	2,55	2
ABCA3	21	COVID-19	MESH:D000086382		Ivermectin	2,54	2
ACIN1	22985	COVID-19	MESH:D000086382		Ivermectin	2,54	2
ADAMTS9	56999	COVID-19	MESH:D000086382		Choline	2,54	1
AKAP1	8165	COVID-19	MESH:D000086382		Choline	2,54	1
ARNT2	9915	COVID-19	MESH:D000086382		Choline	2,54	1
ARPC2	10109	COVID-19	MESH:D000086382		Ivermectin	2,54	2
ATP2B2	491	COVID-19	MESH:D000086382		Choline	2,54	1
BLVRA	644	COVID-19	MESH:D000086382		Ivermectin	2,54	2
CAMK2N1	55450	COVID-19	MESH:D000086382		Choline	2,54	1
CBFB	865	COVID-19	MESH:D000086382		Ivermectin	2,54	2
CDC45	8318	COVID-19	MESH:D000086382		Zinc	2,54	2
CHPT1	56994	COVID-19	MESH:D000086382		Choline	2,54	1
CX3CR1	1524	COVID-19	MESH:D000086382		Choline	2,54	1
CYP2B9	13094	COVID-19	MESH:D000086382		Choline	2,54	1
DDR1	780	COVID-19	MESH:D000086382		Choline	2,54	1
DDX1	1653	COVID-19	MESH:D000086382		Ivermectin	2,54	2
DNAJC9	23234	COVID-19	MESH:D000086382		Ivermectin	2,54	2
EBNA1BP2	10969	COVID-19	MESH:D000086382		Ivermectin	2,54	2
EFHD1	80303	COVID-19	MESH:D000086382		Choline	2,54	1
EIF2AK4	440275	COVID-19	MESH:D000086382		Ivermectin	2,54	2
ELF1	1997	COVID-19	MESH:D000086382		Ivermectin	2,54	2
EMB	133418	COVID-19	MESH:D000086382		Choline	2,54	1
EPB41L2	2037	COVID-19	MESH:D000086382		Ivermectin	2,54	2
ESRRA	2101	COVID-19	MESH:D000086382		Zinc	2,54	2
GNG12	55970	COVID-19	MESH:D000086382		Ivermectin	2,54	2
HEXIM1	10614	COVID-19	MESH:D000086382		Ivermectin	2,54	2
HLF	3131	COVID-19	MESH:D000086382		Choline	2,54	1
IL2RB	3560	COVID-19	MESH:D000086382		Choline	2,54	1
INF2	64423	COVID-19	MESH:D000086382		Ivermectin	2,54	2
KCNK1	3775	COVID-19	MESH:D000086382		Choline	2,54	1
KDELR3	11015	COVID-19	MESH:D000086382		Choline	2,54	1
MAL2	114569	COVID-19	MESH:D000086382		Choline	2,54	1
MID1IP1	58526	COVID-19	MESH:D000086382		Choline	2,54	1
MYO5A	4644	COVID-19	MESH:D000086382		Choline	2,54	1
NDRG4	65009	COVID-19	MESH:D000086382		Choline	2,54	1
NUMA1	4926	COVID-19	MESH:D000086382		Ivermectin	2,54	2
PAFAH1B3	5050	COVID-19	MESH:D000086382		Ivermectin	2,54	2
PCSK6	5046	COVID-19	MESH:D000086382		Choline	2,54	1
PCTP	58488	COVID-19	MESH:D000086382		Choline	2,54	1
PDGFC	56034	COVID-19	MESH:D000086382		Choline	2,54	1
PELI1	57162	COVID-19	MESH:D000086382		Choline	2,54	1
PLBD1	79887	COVID-19	MESH:D000086382		Ivermectin	2,54	2
PLCE1	51196	COVID-19	MESH:D000086382		Choline	2,54	1
PRDM16	63976	COVID-19	MESH:D000086382		Choline	2,54	1
PRICKLE1	144165	COVID-19	MESH:D000086382		Choline	2,54	1
PSMC1	5700	COVID-19	MESH:D000086382		Ivermectin	2,54	2
QDPR	5860	COVID-19	MESH:D000086382		Ivermectin	2,54	2
RAB5A	5868	COVID-19	MESH:D000086382		Ivermectin	2,54	2
RABGAP1L	9910	COVID-19	MESH:D000086382		Choline	2,54	1
RAP1B	5908	COVID-19	MESH:D000086382		Ivermectin	2,54	2
RBM5	10181	COVID-19	MESH:D000086382		Ivermectin	2,54	2
RBX1	9978	COVID-19	MESH:D000086382		Ivermectin	2,54	2
RPL12	6136	COVID-19	MESH:D000086382		Ivermectin	2,54	2
RPN2	6185	COVID-19	MESH:D000086382		Ivermectin	2,54	2
RPS16	6217	COVID-19	MESH:D000086382		Ivermectin	2,54	2
RPS18	6222	COVID-19	MESH:D000086382		Ivermectin	2,54	2
S1PR3	1903	COVID-19	MESH:D000086382		Choline	2,54	1
SAA3	20210	COVID-19	MESH:D000086382		Choline	2,54	1
SEC14L2	23541	COVID-19	MESH:D000086382		Ivermectin	2,54	2
SERPINI1	5274	COVID-19	MESH:D000086382		Choline	2,54	1
SERTAD1	29950	COVID-19	MESH:D000086382		Zinc	2,54	2
SH3GLB1	51100	COVID-19	MESH:D000086382		Ivermectin	2,54	2
SOX18	54345	COVID-19	MESH:D000086382		Choline	2,54	1
SRP9	6726	COVID-19	MESH:D000086382		Ivermectin	2,54	2
SST	6750	COVID-19	MESH:D000086382		Zinc	2,54	2
ST14	6768	COVID-19	MESH:D000086382		Choline	2,54	1
STEAP1	26872	COVID-19	MESH:D000086382		Choline	2,54	1
TACSTD2	4070	COVID-19	MESH:D000086382		Choline	2,54	1
THYN1	29087	COVID-19	MESH:D000086382		Ivermectin	2,54	2
WDR43	23160	COVID-19	MESH:D000086382		Ivermectin	2,54	2
ADH7	131	COVID-19	MESH:D000086382		Choline	2,53	1
AP2M1	1173	COVID-19	MESH:D000086382		Ivermectin	2,53	2
BCKDHB	594	COVID-19	MESH:D000086382		Ivermectin	2,53	2
BCL2L2	599	COVID-19	MESH:D000086382		Choline	2,53	1
BIK	638	COVID-19	MESH:D000086382		Zinc	2,53	2
BTF3	689	COVID-19	MESH:D000086382		Ivermectin	2,53	2
CD276	80381	COVID-19	MESH:D000086382		Ivermectin	2,53	2
CDT1	81620	COVID-19	MESH:D000086382		Zinc	2,53	2
CEACAM1	634	COVID-19	MESH:D000086382		Zinc	2,53	2
CMPK2	129607	COVID-19	MESH:D000086382		Choline	2,53	1
DCTPP1	79077	COVID-19	MESH:D000086382		Ivermectin	2,53	2
DNAJA2	10294	COVID-19	MESH:D000086382		Ivermectin	2,53	2
DNPH1	10591	COVID-19	MESH:D000086382		Ivermectin	2,53	2
ECI2	10455	COVID-19	MESH:D000086382		Ivermectin	2,53	2
EPPK1	83481	COVID-19	MESH:D000086382		Ivermectin	2,53	2
EXOSC2	23404	COVID-19	MESH:D000086382		Ivermectin	2,53	2
FANCA	2175	COVID-19	MESH:D000086382		Choline	2,53	1
FIGNL1	63979	COVID-19	MESH:D000086382		Choline	2,53	1
FLOT1	10211	COVID-19	MESH:D000086382		Ivermectin	2,53	2
FNBP1	23048	COVID-19	MESH:D000086382		Choline	2,53	1
FZD1	8321	COVID-19	MESH:D000086382		Choline	2,53	1
GARS1	2617	COVID-19	MESH:D000086382		Ivermectin	2,53	2
GLRX3	10539	COVID-19	MESH:D000086382		Ivermectin	2,53	2
GOLGA4	2803	COVID-19	MESH:D000086382		Ivermectin	2,53	2
GSDMD	79792	COVID-19	MESH:D000086382		Ivermectin	2,53	2
HEATR1	55127	COVID-19	MESH:D000086382		Ivermectin	2,53	2
HLA-A	3105	COVID-19	MESH:D000086382		Ivermectin	2,53	2
HNRNPM	4670	COVID-19	MESH:D000086382		Ivermectin	2,53	2
IKBIP	121457	COVID-19	MESH:D000086382		Ivermectin	2,53	2
IPO4	79711	COVID-19	MESH:D000086382		Ivermectin	2,53	2
IRF8	3394	COVID-19	MESH:D000086382		Choline	2,53	1
KIF18A	81930	COVID-19	MESH:D000086382		Choline	2,53	1
KTN1	3895	COVID-19	MESH:D000086382		Ivermectin	2,53	2
LTF	4057	COVID-19	MESH:D000086382		Zinc	2,53	2
LXN	56925	COVID-19	MESH:D000086382		Choline	2,53	1
MANBA	4126	COVID-19	MESH:D000086382		Ivermectin	2,53	2
MXI1	4601	COVID-19	MESH:D000086382		Choline	2,53	1
MYO1E	4643	COVID-19	MESH:D000086382		Ivermectin	2,53	2
NFE2L1	4779	COVID-19	MESH:D000086382		Choline	2,53	1
NUDT7	283927	COVID-19	MESH:D000086382		Choline	2,53	1
OGFRL1	79627	COVID-19	MESH:D000086382		Ivermectin	2,53	2
PABPC4	8761	COVID-19	MESH:D000086382		Ivermectin	2,53	2
PDE10A	10846	COVID-19	MESH:D000086382		Choline	2,53	1
PELO	53918	COVID-19	MESH:D000086382		Ivermectin	2,53	2
PIGA	5277	COVID-19	MESH:D000086382		Choline	2,53	1
PIK3R2	5296	COVID-19	MESH:D000086382		Ivermectin	2,53	2
PRPH	5630	COVID-19	MESH:D000086382		Ivermectin	2,53	2
PSMD8	5714	COVID-19	MESH:D000086382		Ivermectin	2,53	2
PTPN12	5782	COVID-19	MESH:D000086382		Ivermectin	2,53	2
RPL28	6158	COVID-19	MESH:D000086382		Ivermectin	2,53	2
RPS12	6206	COVID-19	MESH:D000086382		Ivermectin	2,53	2
RPS14	6208	COVID-19	MESH:D000086382		Ivermectin	2,53	2
RPS8	6202	COVID-19	MESH:D000086382		Ivermectin	2,53	2
SIRPA	140885	COVID-19	MESH:D000086382		Choline	2,53	1
SLC25A22	79751	COVID-19	MESH:D000086382		Ivermectin	2,53	2
SND1	27044	COVID-19	MESH:D000086382		Ivermectin	2,53	2
SNRPD1	6632	COVID-19	MESH:D000086382		Ivermectin	2,53	2
SPINK1	6690	COVID-19	MESH:D000086382		Zinc	2,53	2
SUCLA2	8803	COVID-19	MESH:D000086382		Ivermectin	2,53	2
TMED5	50999	COVID-19	MESH:D000086382		Ivermectin	2,53	2
TUBG1	7283	COVID-19	MESH:D000086382		Ivermectin	2,53	2
UCHL3	7347	COVID-19	MESH:D000086382		Ivermectin	2,53	2
UFD1	7353	COVID-19	MESH:D000086382		Ivermectin	2,53	2
WFS1	7466	COVID-19	MESH:D000086382		Ivermectin	2,53	2
ADD1	118	COVID-19	MESH:D000086382		Ivermectin	2,52	2
AFAP1	60312	COVID-19	MESH:D000086382		Ivermectin	2,52	2
ANGPT1	284	COVID-19	MESH:D000086382		Zinc	2,52	2
ANTXR2	118429	COVID-19	MESH:D000086382		Choline	2,52	1
APOC2	344	COVID-19	MESH:D000086382		Choline	2,52	1
ARHGEF26	26084	COVID-19	MESH:D000086382		Ivermectin	2,52	2
CACNA1A	773	COVID-19	MESH:D000086382		Choline	2,52	1
CCN5	8839	COVID-19	MESH:D000086382		Choline	2,52	1
CD151	977	COVID-19	MESH:D000086382		Ivermectin	2,52	2
CDCP1	64866	COVID-19	MESH:D000086382		Ivermectin	2,52	2
CELF1	10658	COVID-19	MESH:D000086382		Ivermectin	2,52	2
CFH	3075	COVID-19	MESH:D000086382		Zinc	2,52	2
CHD4	1108	COVID-19	MESH:D000086382		Ivermectin	2,52	2
COX3	4514	COVID-19	MESH:D000086382		Ivermectin	2,52	2
DACT1	51339	COVID-19	MESH:D000086382		Choline	2,52	1
DAO	1610	COVID-19	MESH:D000086382		Ivermectin	2,52	2
DHODH	1723	COVID-19	MESH:D000086382		Ivermectin	2,52	2
DKK3	27122	COVID-19	MESH:D000086382		Choline	2,52	1
DNAJC2	27000	COVID-19	MESH:D000086382		Ivermectin	2,52	2
DNER	92737	COVID-19	MESH:D000086382		Ivermectin	2,52	2
EBF1	1879	COVID-19	MESH:D000086382		Choline	2,52	1
EHD2	30846	COVID-19	MESH:D000086382		Ivermectin	2,52	2
EIF5B	9669	COVID-19	MESH:D000086382		Ivermectin	2,52	2
ERAP1	51752	COVID-19	MESH:D000086382		Ivermectin	2,52	2
ETV6	2120	COVID-19	MESH:D000086382		Ivermectin	2,52	2
GALNT2	2590	COVID-19	MESH:D000086382		Ivermectin	2,52	2
GNPDA1	10007	COVID-19	MESH:D000086382		Ivermectin	2,52	2
GOSR2	9570	COVID-19	MESH:D000086382		Ivermectin	2,52	2
GPRC5C	55890	COVID-19	MESH:D000086382		Ivermectin	2,52	2
GSTM4	2948	COVID-19	MESH:D000086382		Zinc	2,52	2
HDGF	3068	COVID-19	MESH:D000086382		Ivermectin	2,52	2
IFIT2	3433	COVID-19	MESH:D000086382		Zinc	2,52	2
LAP3	51056	COVID-19	MESH:D000086382		Ivermectin	2,52	2
MAP7	9053	COVID-19	MESH:D000086382		Ivermectin	2,52	2
MTDH	92140	COVID-19	MESH:D000086382		Ivermectin	2,52	2
NDUFA5	4698	COVID-19	MESH:D000086382		Ivermectin	2,52	2
NUP50	10762	COVID-19	MESH:D000086382		Ivermectin	2,52	2
PCDH7	5099	COVID-19	MESH:D000086382		Choline	2,52	1
PLAA	9373	COVID-19	MESH:D000086382		Ivermectin	2,52	2
POLR1B	84172	COVID-19	MESH:D000086382		Ivermectin	2,52	2
PPA1	5464	COVID-19	MESH:D000086382		Ivermectin	2,52	2
PPIB	5479	COVID-19	MESH:D000086382		Ivermectin	2,52	2
PPP2R5C	5527	COVID-19	MESH:D000086382		Ivermectin	2,52	2
PSPC1	55269	COVID-19	MESH:D000086382		Ivermectin	2,52	2
PTER	9317	COVID-19	MESH:D000086382		Ivermectin	2,52	2
PUS1	80324	COVID-19	MESH:D000086382		Ivermectin	2,52	2
RPL18	6141	COVID-19	MESH:D000086382		Ivermectin	2,52	2
RPLP1	6176	COVID-19	MESH:D000086382		Ivermectin	2,52	2
RUVBL1	8607	COVID-19	MESH:D000086382		Ivermectin	2,52	2
SCAMP1	9522	COVID-19	MESH:D000086382		Ivermectin	2,52	2
SEPTIN9	10801	COVID-19	MESH:D000086382		Ivermectin	2,52	2
SLC25A12	8604	COVID-19	MESH:D000086382		Ivermectin	2,52	2
SLC25A3	5250	COVID-19	MESH:D000086382		Ivermectin	2,52	2
SLC39A8	64116	COVID-19	MESH:D000086382		Zinc	2,52	2
SRP72	6731	COVID-19	MESH:D000086382		Ivermectin	2,52	2
SRSF10	10772	COVID-19	MESH:D000086382		Ivermectin	2,52	2
SSBP1	6742	COVID-19	MESH:D000086382		Ivermectin	2,52	2
SYNPO	11346	COVID-19	MESH:D000086382		Choline	2,52	1
TECR	9524	COVID-19	MESH:D000086382		Ivermectin	2,52	2
TMED10	10972	COVID-19	MESH:D000086382		Ivermectin	2,52	2
TNIP1	10318	COVID-19	MESH:D000086382		Choline	2,52	1
TPBG	7162	COVID-19	MESH:D000086382		Ivermectin	2,52	2
TYROBP	7305	COVID-19	MESH:D000086382		Choline	2,52	1
USP18	11274	COVID-19	MESH:D000086382		Zinc	2,52	2
USP5	8078	COVID-19	MESH:D000086382		Ivermectin	2,52	2
WWOX	51741	COVID-19	MESH:D000086382		Choline	2,52	1
ATOX1	475	COVID-19	MESH:D000086382		Ivermectin	2,51	2
ATP8A1	10396	COVID-19	MESH:D000086382		Ivermectin	2,51	2
CAP1	10487	COVID-19	MESH:D000086382		Ivermectin	2,51	2
CAPNS1	826	COVID-19	MESH:D000086382		Ivermectin	2,51	2
CCDC80	151887	COVID-19	MESH:D000086382		Choline	2,51	1
CD24	100133941	COVID-19	MESH:D000086382		Zinc	2,51	2
CFL2	1073	COVID-19	MESH:D000086382		Ivermectin	2,51	2
CKM	1158	COVID-19	MESH:D000086382		Zinc	2,51	2
COX6C	1345	COVID-19	MESH:D000086382		Ivermectin	2,51	2
CPOX	1371	COVID-19	MESH:D000086382		Ivermectin	2,51	2
CRTAP	10491	COVID-19	MESH:D000086382		Ivermectin	2,51	2
CTSH	1512	COVID-19	MESH:D000086382		Zinc	2,51	2
DDT	1652	COVID-19	MESH:D000086382		Ivermectin	2,51	2
EFHD2	79180	COVID-19	MESH:D000086382		Ivermectin	2,51	2
EIF6	3692	COVID-19	MESH:D000086382		Ivermectin	2,51	2
ELOVL1	64834	COVID-19	MESH:D000086382		Ivermectin	2,51	2
EML4	27436	COVID-19	MESH:D000086382		Ivermectin	2,51	2
FKBP14	55033	COVID-19	MESH:D000086382		Ivermectin	2,51	2
GAS7	8522	COVID-19	MESH:D000086382		Choline	2,51	1
GMNN	51053	COVID-19	MESH:D000086382		Zinc	2,51	2
GPC4	2239	COVID-19	MESH:D000086382		Ivermectin	2,51	2
GRK5	2869	COVID-19	MESH:D000086382		Choline	2,51	1
HDAC7	51564	COVID-19	MESH:D000086382		Ivermectin	2,51	2
ITSN1	6453	COVID-19	MESH:D000086382		Ivermectin	2,51	2
KIF14	9928	COVID-19	MESH:D000086382		Ivermectin	2,51	2
LRRC59	55379	COVID-19	MESH:D000086382		Ivermectin	2,51	2
LSR	51599	COVID-19	MESH:D000086382		Ivermectin	2,51	2
MICAL2	9645	COVID-19	MESH:D000086382		Choline	2,51	1
MOV10	4343	COVID-19	MESH:D000086382		Ivermectin	2,51	2
NARS1	4677	COVID-19	MESH:D000086382		Ivermectin	2,51	2
NEDD4L	23327	COVID-19	MESH:D000086382		Zinc	2,51	2
NFIB	4781	COVID-19	MESH:D000086382		Zinc	2,51	2
OPLAH	26873	COVID-19	MESH:D000086382		Ivermectin	2,51	2
PAK2	5062	COVID-19	MESH:D000086382		Ivermectin	2,51	2
PAPOLA	10914	COVID-19	MESH:D000086382		Ivermectin	2,51	2
PCM1	5108	COVID-19	MESH:D000086382		Ivermectin	2,51	2
PCSK5	5125	COVID-19	MESH:D000086382		Choline	2,51	1
PLAC8	51316	COVID-19	MESH:D000086382		Choline	2,51	1
PPIC	5480	COVID-19	MESH:D000086382		Ivermectin	2,51	2
PRKCI	5584	COVID-19	MESH:D000086382		Ivermectin	2,51	2
PRRC2C	23215	COVID-19	MESH:D000086382		Ivermectin	2,51	2
PSMA6	5687	COVID-19	MESH:D000086382		Ivermectin	2,51	2
RAB32	10981	COVID-19	MESH:D000086382		Ivermectin	2,51	2
RAD21	5885	COVID-19	MESH:D000086382		Ivermectin	2,51	2
RCN1	5954	COVID-19	MESH:D000086382		Ivermectin	2,51	2
RPL22L1	200916	COVID-19	MESH:D000086382		Ivermectin	2,51	2
RUVBL2	10856	COVID-19	MESH:D000086382		Ivermectin	2,51	2
SEC31A	22872	COVID-19	MESH:D000086382		Ivermectin	2,51	2
SLC16A10	117247	COVID-19	MESH:D000086382		Choline	2,51	1
SMAD5	4090	COVID-19	MESH:D000086382		Ivermectin	2,51	2
SMC3	9126	COVID-19	MESH:D000086382		Ivermectin	2,51	2
SNAP23	8773	COVID-19	MESH:D000086382		Ivermectin	2,51	2
TACC1	6867	COVID-19	MESH:D000086382		Ivermectin	2,51	2
THOP1	7064	COVID-19	MESH:D000086382		Ivermectin	2,51	2
TMBIM1	64114	COVID-19	MESH:D000086382		Ivermectin	2,51	2
UBA52	7311	COVID-19	MESH:D000086382		Ivermectin	2,51	2
ZFR	51663	COVID-19	MESH:D000086382		Ivermectin	2,51	2
ACY1	95	COVID-19	MESH:D000086382		Ivermectin	2,50	2
ADRM1	11047	COVID-19	MESH:D000086382		Ivermectin	2,50	2
AHNAK2	113146	COVID-19	MESH:D000086382		Ivermectin	2,50	2
AQP7	364	COVID-19	MESH:D000086382		Choline	2,50	1
BCAT2	587	COVID-19	MESH:D000086382		Ivermectin	2,50	2
BMPR2	659	COVID-19	MESH:D000086382		Choline	2,50	1
CEP55	55165	COVID-19	MESH:D000086382		Choline	2,50	1
CPEB2	132864	COVID-19	MESH:D000086382		Choline	2,50	1
DDX39B	7919	COVID-19	MESH:D000086382		Ivermectin	2,50	2
ENTPD5	957	COVID-19	MESH:D000086382		Choline	2,50	1
EPS8L2	64787	COVID-19	MESH:D000086382		Ivermectin	2,50	2
FARP1	10160	COVID-19	MESH:D000086382		Ivermectin	2,50	2
FBLN2	2199	COVID-19	MESH:D000086382		Choline	2,50	1
FCER1G	2207	COVID-19	MESH:D000086382		Choline	2,50	1
FMO5	2330	COVID-19	MESH:D000086382		Zinc	2,50	2
FRZB	2487	COVID-19	MESH:D000086382		Choline	2,50	1
FUCA1	2517	COVID-19	MESH:D000086382		Ivermectin	2,50	2
GRIN2C	2905	COVID-19	MESH:D000086382		Choline	2,50	1
GSPT1	2935	COVID-19	MESH:D000086382		Ivermectin	2,50	2
